customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-7213,Female,1,No,No,53,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),80.75,4250.98,No
C-7214,Male,0,Yes,Yes,46,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),56.56,2563.96,No
C-7215,Female,0,Yes,No,14,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.63,1582.96,Yes
C-7216,Male,0,No,No,17,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,72.2,1188.74,No
C-7217,Female,0,Yes,No,39,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),111.97,4416.52,No
C-7218,Male,0,Yes,No,9,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),40.05,328.8,No
C-7219,Female,0,No,No,6,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,90.57,552.83,Yes
C-7220,Female,1,No,Yes,23,Yes,Fiber optic,No internet service,Yes,Yes,One year,No,Credit card (automatic),79.72,1824.7,No
C-7221,Male,0,No,No,59,Yes,Fiber optic,No internet service,No,Yes,One year,No,Electronic check,91.94,5387.1,Yes
C-7222,Male,0,Yes,No,46,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,39.47,1768.4,No
C-7223,Female,1,Yes,No,38,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),84.5,3223.27,No
C-7224,Male,0,Yes,Yes,14,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,67.8,979.88,Yes
C-7225,Female,0,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.28,6678.36,Yes
C-7226,Female,0,No,No,62,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes,Mailed check,50.7,3141.67,No
C-7227,Male,0,No,Yes,35,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,107.01,3773.1,Yes
C-7228,Male,0,No,Yes,19,Yes,Fiber optic,No,No internet service,No,Two year,No,Credit card (automatic),26.43,519.45,Yes
C-7229,Male,0,Yes,No,30,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Mailed check,98.72,2984.03,No
C-7230,Female,0,Yes,No,25,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Credit card (automatic),104.13,2602.51,Yes
C-7231,Female,0,No,No,40,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.73,4002.54,No
C-7232,Male,1,Yes,No,14,Yes,No,No,No,No internet service,One year,Yes,Electronic check,69.27,1000.33,No
C-7233,Female,0,No,No,26,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,61.84,1597.63,No
C-7234,Female,0,No,Yes,22,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),117.63,2618.46,Yes
C-7235,Male,0,No,No,48,No,No,Yes,No internet service,No,One year,Yes,Mailed check,40.92,1973.36,No
C-7236,Female,0,Yes,No,51,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.69,3673.78,No
C-7237,Female,0,No,No,3,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.07,207.68,Yes
C-7238,Female,0,Yes,No,42,No,Fiber optic,No,Yes,No internet service,One year,Yes,Credit card (automatic),88.09,3686.06,No
C-7239,Male,0,Yes,No,19,Yes,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,38.4,734.27,No
C-7240,Male,0,No,No,28,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Credit card (automatic),83.4,2369.18,No
C-7241,Female,0,Yes,Yes,45,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),99.84,4455.55,No
C-7242,Male,0,No,No,71,Yes,Fiber optic,No,No,No,Two year,Yes,Bank transfer (automatic),23.0,1663.02,No
C-7243,Female,0,No,No,63,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),109.15,6912.75,No
C-7244,Male,0,No,No,19,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.95,363.12,No
C-7245,Female,0,No,No,47,Yes,DSL,No,No,No,Two year,No,Bank transfer (automatic),53.6,2554.36,No
C-7246,Female,0,Yes,Yes,14,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,19.58,323.27,Yes
C-7247,Female,0,No,No,38,Yes,DSL,Yes,No,No internet service,Two year,Yes,Electronic check,25.71,999.66,Yes
C-7248,Female,0,No,No,53,Yes,Fiber optic,Yes,No,No,Two year,No,Credit card (automatic),109.12,5811.84,No
C-7249,Male,1,No,No,61,Yes,DSL,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.49,3312.33,No
C-7250,Female,1,Yes,Yes,36,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),60.48,2187.83,No
C-7251,Female,1,No,No,40,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,39.53,1561.99,No
C-7252,Male,0,Yes,No,30,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,77.71,2365.05,No
C-7253,Male,0,No,No,9,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,77.48,708.77,Yes
C-7254,Female,0,Yes,No,64,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.22,3542.2,Yes
C-7255,Female,1,No,No,33,Yes,DSL,No,Yes,Yes,One year,No,Mailed check,51.3,1668.26,No
C-7256,Male,0,Yes,No,52,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,106.5,5563.63,Yes
C-7257,Female,0,Yes,No,14,Yes,DSL,Yes,No internet service,No,One year,Yes,Mailed check,56.33,746.79,No
C-7258,Female,0,Yes,No,53,Yes,Fiber optic,No internet service,No,No,One year,No,Electronic check,67.35,3611.98,Yes
C-7259,Female,0,Yes,No,59,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.33,2716.05,No
C-7260,Female,0,Yes,No,41,Yes,Fiber optic,No,No,No internet service,One year,Yes,Electronic check,96.68,3926.66,No
C-7261,Female,0,No,No,68,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card (automatic),57.74,3920.56,No
C-7262,Female,0,No,No,68,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,69.36,4670.73,No
C-7263,Female,0,No,Yes,8,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,43.34,365.18,No
C-7264,Female,0,No,No,2,Yes,DSL,Yes,No internet service,No,Two year,Yes,Electronic check,116.77,273.81,Yes
C-7265,Female,0,Yes,No,41,Yes,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,47.15,1966.88,Yes
C-7266,Male,1,Yes,No,55,Yes,No,No,No,No internet service,One year,No,Mailed check,95.07,5191.59,No
C-7267,Male,0,Yes,Yes,16,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,60.75,934.63,Yes
C-7268,Male,0,No,Yes,62,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),38.62,2425.78,No
C-7269,Female,0,No,Yes,48,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,97.97,4744.99,Yes
C-7270,Female,0,Yes,Yes,30,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.36,1536.87,No
C-7271,Female,0,Yes,No,12,Yes,DSL,No,No,No,Two year,No,Credit card (automatic),104.52,1254.14,Yes
C-7272,Male,0,No,Yes,35,Yes,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer (automatic),109.53,3815.38,No
C-7273,Male,0,No,Yes,11,No,DSL,Yes,No internet service,Yes,Two year,Yes,Electronic check,103.98,1183.21,Yes
C-7274,Female,0,No,Yes,64,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Mailed check,21.5,1390.49,Yes
C-7275,Male,0,No,No,50,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,96.74,4815.83,No
C-7276,Male,0,No,No,21,Yes,DSL,Yes,No,Yes,Two year,Yes,Electronic check,59.13,1221.61,No
C-7277,Female,0,Yes,Yes,69,Yes,No,No,No,No,One year,No,Credit card (automatic),105.37,7309.65,Yes
C-7278,Female,0,Yes,No,48,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,81.8,3877.76,No
C-7279,Male,0,No,No,20,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Mailed check,101.36,2009.47,No
C-7280,Female,0,No,Yes,67,Yes,Fiber optic,No,No internet service,Yes,Two year,No,Bank transfer (automatic),67.94,4557.42,No
C-7281,Male,0,No,No,44,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),71.5,3110.82,No
C-7282,Male,0,Yes,Yes,33,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,32.44,1029.73,No
C-7283,Male,0,Yes,No,61,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,96.4,5911.93,No
C-7284,Female,0,Yes,Yes,9,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,59.94,578.9,Yes
C-7285,Male,0,Yes,No,68,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,68.01,4657.04,Yes
C-7286,Male,0,Yes,Yes,35,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,96.51,3417.73,No
C-7287,Female,0,No,No,65,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,77.88,5067.51,Yes
C-7288,Female,1,No,No,8,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,38.11,336.11,Yes
C-7289,Male,0,Yes,Yes,45,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,77.02,3454.3,Yes
C-7290,Female,0,No,No,47,Yes,DSL,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,58.76,2778.35,Yes
C-7291,Female,0,Yes,No,40,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.95,2646.88,Yes
C-7292,Male,0,No,No,54,Yes,No,No,No,Yes,Two year,Yes,Mailed check,20.83,1097.39,No
C-7293,Female,0,Yes,Yes,46,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.0,1782.99,Yes
C-7294,Male,0,Yes,Yes,47,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.1,2164.7,Yes
C-7295,Female,0,No,No,15,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,89.3,1303.3,No
C-7296,Female,0,Yes,No,19,Yes,No,No,No internet service,No,One year,Yes,Electronic check,19.15,321.95,No
C-7297,Male,0,Yes,No,26,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,58.88,1563.85,No
C-7298,Male,0,Yes,Yes,52,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.4,5788.48,No
C-7299,Female,0,Yes,No,22,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),29.19,632.65,No
C-7300,Female,0,Yes,No,21,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,69.64,1421.2,No
C-7301,Female,0,No,No,51,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),96.65,4885.73,No
C-7302,Male,0,No,No,38,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.25,4304.63,Yes
C-7303,Female,0,No,Yes,20,Yes,DSL,No internet service,No,Yes,One year,Yes,Mailed check,92.68,1849.98,No
C-7304,Male,1,Yes,Yes,29,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),90.06,2593.74,Yes
C-7305,Female,0,Yes,Yes,51,Yes,Fiber optic,No,No,Yes,Two year,Yes,Credit card (automatic),100.65,5130.8,No
C-7306,Female,0,Yes,No,4,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.62,232.31,Yes
C-7307,Female,0,Yes,Yes,55,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),98.58,5420.8,No
C-7308,Female,0,No,No,71,Yes,DSL,No,Yes,Yes,Two year,No,Electronic check,18.8,1370.76,Yes
C-7309,Female,0,Yes,No,28,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.46,3102.11,No
C-7310,Male,0,No,No,4,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,62.33,268.79,Yes
C-7311,Male,0,Yes,No,22,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),73.34,1599.95,Yes
C-7312,Male,1,Yes,Yes,45,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,43.49,1980.9,Yes
C-7313,Female,0,Yes,No,67,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.25,6197.41,Yes
C-7314,Male,0,Yes,No,66,Yes,DSL,Yes,Yes,Yes,Two year,No,Mailed check,25.66,1655.52,No
C-7315,Male,1,Yes,No,34,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.26,3586.1,No
C-7316,Female,0,Yes,No,55,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Mailed check,100.81,5520.22,No
C-7317,Female,0,Yes,No,1,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.61,70.02,Yes
C-7318,Male,0,No,No,72,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,98.93,7115.55,Yes
C-7319,Male,1,No,Yes,38,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,96.64,3721.79,No
C-7320,Male,0,Yes,No,6,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,81.22,446.57,Yes
C-7321,Male,0,Yes,Yes,25,Yes,DSL,No,No internet service,Yes,One year,No,Electronic check,55.35,1411.78,No
C-7322,Male,0,No,No,17,No,DSL,Yes,Yes,No,One year,Yes,Credit card (automatic),45.15,784.92,No
C-7323,Male,0,No,No,61,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.18,2538.73,No
C-7324,Male,0,No,No,12,Yes,Fiber optic,Yes,No,No,Two year,Yes,Credit card (automatic),49.86,579.07,No
C-7325,Female,0,Yes,No,6,No,DSL,No internet service,Yes,No,One year,No,Electronic check,108.36,649.37,Yes
C-7326,Male,0,No,No,27,No,DSL,No,No,No,One year,Yes,Electronic check,25.76,725.17,No
C-7327,Female,1,No,No,8,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.89,780.37,Yes
C-7328,Female,0,Yes,No,65,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.89,3410.45,No
C-7329,Female,1,No,No,57,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.16,4004.23,No
C-7330,Male,0,Yes,No,40,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Mailed check,97.45,3900.36,No
C-7331,Male,0,No,Yes,14,Yes,Fiber optic,No,No,No,One year,No,Bank transfer (automatic),106.44,1468.39,No
C-7332,Female,0,No,No,35,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Electronic check,52.48,1816.61,Yes
C-7333,Male,0,No,Yes,48,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),64.18,3058.42,No
C-7334,Male,1,No,Yes,56,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,3356.35,No
C-7335,Female,0,Yes,No,49,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.33,962.36,No
C-7336,Male,0,No,No,13,Yes,Fiber optic,No,No internet service,No internet service,Two year,No,Electronic check,47.59,651.91,No
C-7337,Female,0,No,Yes,61,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),63.92,3946.67,Yes
C-7338,Female,0,No,Yes,49,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Electronic check,59.11,2893.81,No
C-7339,Female,0,No,Yes,46,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,90.19,4105.41,Yes
C-7340,Female,0,No,No,62,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Electronic check,56.48,3456.57,Yes
C-7341,Male,0,No,Yes,8,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Mailed check,66.94,515.09,Yes
C-7342,Female,0,No,Yes,43,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.96,2664.53,Yes
C-7343,Male,0,No,Yes,20,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.06,1843.52,Yes
C-7344,Male,0,Yes,No,39,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),104.3,4044.88,No
C-7345,Male,0,No,No,49,Yes,No,Yes,Yes,No,One year,No,Mailed check,71.19,3478.23,No
C-7346,Male,0,Yes,Yes,64,Yes,DSL,No internet service,No,No internet service,One year,Yes,Mailed check,96.94,6214.02,Yes
C-7347,Female,0,Yes,No,62,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Mailed check,47.68,2971.45,Yes
C-7348,Female,0,Yes,Yes,54,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.14,3860.95,No
C-7349,Female,0,No,No,9,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,52.52,520.38,Yes
C-7350,Female,0,No,No,37,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),59.42,2203.02,Yes
C-7351,Female,0,No,Yes,49,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.24,4434.33,No
C-7352,Male,0,Yes,Yes,41,Yes,No,Yes,No internet service,No,One year,No,Mailed check,106.17,4392.33,No
C-7353,Female,0,No,No,17,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.15,470.01,Yes
C-7354,Male,0,No,Yes,21,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,81.46,1751.43,No
C-7355,Male,0,Yes,No,51,Yes,DSL,No,No,No,One year,Yes,Credit card (automatic),76.21,3936.37,No
C-7356,Female,0,Yes,No,59,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.84,1780.6,Yes
C-7357,Male,0,Yes,Yes,39,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,39.19,1555.45,No
C-7358,Male,0,No,No,55,Yes,DSL,Yes,No,No,Two year,No,Electronic check,49.1,2684.23,No
C-7359,Female,0,No,No,41,Yes,DSL,No,Yes,Yes,One year,Yes,Bank transfer (automatic),34.69,1466.45,No
C-7360,Female,0,Yes,No,39,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),42.37,1655.4,Yes
C-7361,Female,0,No,Yes,13,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,44.76,605.12,Yes
C-7362,Male,0,Yes,No,64,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.57,3342.89,No
C-7363,Female,0,Yes,No,11,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.94,1069.86,Yes
C-7364,Female,0,Yes,No,19,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.19,1461.93,No
C-7365,Male,0,Yes,No,11,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,116.62,1263.12,Yes
C-7366,Female,0,Yes,Yes,46,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),59.47,2782.27,No
C-7367,Male,0,Yes,No,45,No,DSL,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.39,4215.36,No
C-7368,Male,1,No,No,1,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,105.15,148.21,Yes
C-7369,Female,0,Yes,No,40,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.9,3453.61,Yes
C-7370,Male,0,No,No,19,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),59.19,1105.33,No
C-7371,Male,0,No,Yes,72,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Electronic check,93.36,6708.92,Yes
C-7372,Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.37,2767.69,Yes
C-7373,Female,0,No,No,61,Yes,Fiber optic,Yes,No,No,One year,No,Mailed check,50.76,3125.36,No
C-7374,Female,0,Yes,No,12,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,72.67,853.84,No
C-7375,Male,0,No,No,61,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),75.54,4615.91,Yes
C-7376,Male,0,No,No,33,Yes,DSL,No,No,No internet service,Two year,No,Mailed check,20.21,651.49,No
C-7377,Female,0,Yes,No,45,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,112.51,5094.53,No
C-7378,Female,0,No,No,69,Yes,Fiber optic,No,No internet service,No,Two year,Yes,Mailed check,87.66,6045.21,No
C-7379,Female,1,No,No,8,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),67.57,498.23,No
C-7380,Male,0,No,Yes,25,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.31,2749.36,Yes
C-7381,Female,0,No,No,46,Yes,No,No,No,No internet service,One year,Yes,Mailed check,61.91,2803.97,Yes
C-7382,Male,0,Yes,No,30,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.04,3481.13,No
C-7383,Female,0,No,No,47,Yes,DSL,No internet service,No internet service,Yes,Two year,No,Electronic check,69.23,3214.44,Yes
C-7384,Male,1,Yes,No,49,No,DSL,No,No internet service,Yes,One year,No,Bank transfer (automatic),29.43,1403.48,Yes
C-7385,Male,0,Yes,No,47,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,Electronic check,94.48,4484.66,No
C-7386,Female,0,Yes,Yes,18,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),85.89,1583.29,No
C-7387,Male,0,Yes,No,66,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,95.3,6285.01,No
C-7388,Male,0,No,No,68,Yes,DSL,No,No internet service,No,One year,Yes,Credit card (automatic),113.14,7742.1,No
C-7389,Female,0,No,No,33,Yes,DSL,Yes,No,No internet service,Two year,Yes,Mailed check,95.65,3106.47,Yes
C-7390,Female,0,No,Yes,36,Yes,No,No,No,Yes,Two year,Yes,Electronic check,79.13,2860.08,No
C-7391,Male,0,Yes,No,19,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Electronic check,103.73,1982.51,Yes
C-7392,Male,0,No,Yes,28,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.32,2384.7,No
C-7393,Male,0,No,No,40,Yes,Fiber optic,No internet service,Yes,No,One year,Yes,Mailed check,58.81,2342.09,No
C-7394,Female,1,Yes,No,15,Yes,No,No,No,No,Month-to-month,No,Electronic check,106.56,1593.94,Yes
C-7395,Male,0,Yes,No,41,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),40.19,1639.29,No
C-7396,Male,0,No,No,39,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,Mailed check,89.46,3511.99,No
C-7397,Female,0,No,No,2,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,106.16,175.86,Yes
C-7398,Female,0,No,No,63,Yes,Fiber optic,No,Yes,No,One year,No,Bank transfer (automatic),91.13,5710.95,No
C-7399,Female,0,No,No,29,No,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.73,2512.22,Yes
C-7400,Female,0,No,Yes,66,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,93.26,6131.41,Yes
C-7401,Female,0,Yes,No,51,Yes,DSL,No internet service,Yes,No,Two year,No,Electronic check,64.51,3292.54,No
C-7402,Male,1,No,No,10,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,105.42,1015.32,Yes
C-7403,Male,0,Yes,Yes,14,Yes,DSL,No,No,Yes,Two year,No,Bank transfer (automatic),38.34,573.58,Yes
C-7404,Male,0,No,Yes,51,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.74,1547.48,No
C-7405,Female,1,No,No,39,No,No,No internet service,No internet service,No,Two year,No,Mailed check,46.55,1781.7,No
C-7406,Female,1,No,Yes,28,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),71.16,2010.04,No
C-7407,Female,0,No,Yes,3,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),69.06,160.99,Yes
C-7408,Male,0,Yes,No,70,Yes,DSL,No,Yes,Yes,Two year,No,Bank transfer (automatic),100.06,7016.2,No
C-7409,Female,0,No,No,27,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.46,1598.24,Yes
C-7410,Female,1,No,No,2,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,66.43,104.35,Yes
C-7411,Female,1,No,Yes,38,Yes,DSL,No,No internet service,No internet service,Two year,Yes,Electronic check,19.34,689.12,No
C-7412,Male,0,No,Yes,3,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,Electronic check,58.97,163.27,No
C-7413,Female,0,Yes,No,16,Yes,Fiber optic,Yes,No internet service,No internet service,One year,No,Electronic check,82.78,1284.34,No
C-7414,Female,0,No,Yes,40,Yes,Fiber optic,No,No internet service,No,One year,Yes,Mailed check,19.55,743.65,No
C-7415,Male,0,No,No,2,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),46.09,67.61,No
C-7416,Female,0,Yes,Yes,41,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,38.8,1570.35,Yes
C-7417,Female,1,No,No,12,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,22.2,269.4,No
C-7418,Female,0,No,No,35,Yes,Fiber optic,No internet service,No,No internet service,One year,No,Mailed check,65.93,2325.39,No
C-7419,Male,0,No,Yes,65,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card (automatic),36.17,2360.33,No
C-7420,Female,0,Yes,No,55,Yes,DSL,No internet service,No,No,Two year,Yes,Electronic check,92.31,5041.89,Yes
C-7421,Female,0,No,Yes,45,No,DSL,No,No,No internet service,One year,Yes,Mailed check,102.79,4592.76,No
C-7422,Male,0,No,No,62,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.56,4536.6,Yes
C-7423,Male,0,No,No,49,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,116.17,5698.17,Yes
C-7424,Female,0,Yes,No,25,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.05,1613.24,No
C-7425,Male,0,Yes,No,23,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),69.34,1581.97,No
C-7426,Female,0,No,No,24,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,116.92,2817.52,Yes
C-7427,Male,0,No,Yes,38,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card (automatic),41.15,1566.07,No
C-7428,Female,0,Yes,Yes,28,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),112.25,3124.91,Yes
